"Taxon","Binomial","Presence","Origin","Seasonal","Compiler","Year","Citation","Dec_Lat","Dec_Long","SpatialRef","BasisOfRec","Event_Year","Source","CatalogNo","Dist_comm","Subspecies","Subpop","Tax_comm","Data_sens","Sens_comm"
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.7881,-90.1168,"WGS84","Preserved_specimen","00/07/1933",NA,NA,"La Libertad and Vicinity","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.4001,-90.6833,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 05","Palin","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.9501,-89.2833,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 102","La Union","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.3667,-91.9501,"WGS84","Preserved_specimen","00/00/1985","FAUSAC","C. Azurdia & M. Gonzalez 1136","Cuilco, Sosi","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.7333,-92.0333,"WGS84","Preserved_specimen","00/00/1985","FAUSAC","C. Azurdia & M. Gonzalez 1207","Pajapita","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6833,-89.3501,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 127","Olopa, Tituque","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.1001,-89.3501,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 178","Gualan, El Cedral","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2167,-90.6333,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 25","Guanagazapa","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6333,-89.9833,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 280","Jalapa","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5001,-89.8667,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 303","Monjas","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.3167,-89.8167,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 318","Jutiapa, Buena Vista","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.3333,-89.7001,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 328","Asuncion Mita, Las Crucitas","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2833,-89.8833,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 335","Jutiapa, ríÈo de la Virgen","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6333,-89.4333,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 346","Quezaltepeque","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.0833,-90.3667,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 36","Chiquimulilla","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.5501,-90.4001,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 381","Sayaxche, Parc. Cannaan, Coop. La Palma","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.1833,-90.4333,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 44","Pueblo Nuevo Vinas, Ixpaco","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6667,-89.4833,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 584","Melchor, Grano de Oro","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9667,-89.4833,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 595","Poptun, Poxte","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.3667,-88.9667,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 631","Amates, Montufar","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6001,-90.2667,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 73","San Antonio La Paz","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.4167,-90.1833,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 758","Sayaxche, Parc. Santo Tomí_s","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6333,-90.1333,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 761","La Libertad, La Jutera","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9667,-89.8001,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 787","Flores, Macanche","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.7001,-91.7501,"WGS84","Preserved_specimen","00/00/1984","FAUSAC","C. Azurdia & M. Gonzalez 904","Colomba, Las Mercedes","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.3001,-90.2333,"WGS84","Preserved_specimen","00/00/1984","FAUSAC","C. Azurdia & M. Gonzalez 913","Cuyotenango, La  Maquina","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",13.8555,-90.0934,"WGS84","Preserved_specimen","00/00/1984","FAUSAC","C. Azurdia & M. Gonzalez 965","Ciudad Pedro de Alvarado, Parc. Montufar","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.1251,-89.4577,"WGS84","Preserved_specimen","26004","EAP","Contreras, E.  10668","Chinchila, Sebol Road.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.1621,-89.6448,"WGS84","Preserved_specimen","17/10/1959","F, LL, MEXU, MO","Contreras, E.  294","Tikal National Park, 5 km on Remate Road, in ramonal.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.1081,-91.1821,"WGS84","Preserved_specimen","22676","F, LL","Contreras, E.  3254","Lacandon","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.2025,-89.6168,"WGS84","Preserved_specimen","29/07/1959","MEXU, F, LL, MO","Contreras, E.  48","Tikal, around Aguada Tikal (Ceibal).","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.2475,-89.6121,"WGS84","Preserved_specimen","25176","MEXU, F,  LL, MO","Contreras, E.  7684","Tikal National Park, on new Uaxactum Road, 5 km.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9725,-89.9016,"WGS84","Preserved_specimen","35217","UVAL","E. Ucan s.n.","San Jos_","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.4591,-90.0467,"WGS84","Preserved_specimen","15514","F, LL","Egler, F.E. 42-207","Carmelita.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5001,-91.3833,"WGS84","Preserved_specimen","35609","FAUSAC","H. Ayala 101","Genova, Aldea El Rosario","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5501,-91.6166,"WGS84","Preserved_specimen","35609","FAUSAC","H. Ayala 106","San Pablo","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5501,-91.5833,"WGS84","Preserved_specimen","35625","FAUSAC","H. Ayala 137","San Bernardino, Vivero PROFRUTA","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5667,-89.6833,"WGS84","Preserved_specimen","31/04/1997","FAUSAC","H. Ayala 220","San Luis, Aldea Estrella","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.4051,-91.9483,"WGS84","Preserved_specimen","35670","FAUSAC","H. Ayala 268","Cuilco","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.0855,-90.4951,"WGS84","Preserved_specimen","35644","FAUSAC","H. Ayala 271","Rabinal","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.3105,-89.8829,"WGS84","Preserved_specimen","35645","FAUSAC","H. Ayala 284","Panzos, Tinta","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.4051,-89.6471,"WGS84","Preserved_specimen","35645","FAUSAC","H. Ayala 286","Panzos","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.2925,-90.1167,"WGS84","Preserved_specimen","35646","FAUSAC","H. Ayala 299","Tucuru","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.3465,-90.8689,"WGS84","Preserved_specimen","35646","FAUSAC","H. Ayala 302","Uspantan","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6935,-91.1121,"WGS84","Preserved_specimen","1998","FAUSAC","H. Ayala 49","San Antonio","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.4455,-91.5747,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 50","Cuyotenango, La Hulera, km 10, La Mí_quina","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.3091,-91.3689,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 51","San Miguel Panam, Finca Bulbuxyí_","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5271,-90.1915,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 585","Mataquescuintla","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5811,-91.4623,"WGS84","Preserved_specimen","35543","FAUSAC","H. Ayala 60","Samayí_c, Ixtacapa","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2025,-90.8502,"WGS84","Preserved_specimen","35543","FAUSAC","H. Ayala 63","Masagua, Cuyuta","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.1845,-91.3036,"WGS84","Preserved_specimen","35543","FAUSAC","H. Ayala 67","Nueva Concepcií£n","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6035,-91.4296,"WGS84","Preserved_specimen","35617","FAUSAC","H. Ayala 81","Santo Tomí_s, Chocolí_","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5855,-91.4529,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 85","San Pablo","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5405,-91.4156,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 86","San Antonio","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.7071,-91.7335,"WGS84","Preserved_specimen","no date","FAUSAC","H. Ayala 98","Colomba, Mercedez","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9095,-89.8829,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 17","Flores, Santa Elena","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9141,-89.9063,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 19","San Benito","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.9625,-89.9139,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 33","San Andr_s","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.3788,-89.9875,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 41","Sayaxche, Santa Fe","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.2305,-90.8028,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 47","La Libertad, El Naranjo","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",17.2278,-90.7583,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 48","La Libertad, Icotea","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6386,-89.9903,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 5","Sayaxche, La Reynita","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6388,-90.5639,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 6","La Libertad, Los Manueles","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.4472,-89.4751,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 7","Poptun, Poxte","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.8333,-90.8667,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 9","La Libertad, La Felicidad","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.9095,-90.0093,"WGS84","Preserved_specimen","2923","US","Kellerman, W.A.  4854","El Rancho","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.1801,-90.8643,"WGS84","Preserved_specimen","34586","BIGUA","M. Veliz 4088","Carretera vieja al Puerto San Jos_","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2251,-90.1821,"WGS84","Preserved_specimen","21/12/1938","F","Standley, P.C.  60632","Near Oratorio.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",13.9231,-90.8128,"WGS84","Preserved_specimen","14275","F, US","Standley, P.C.  64208","San Jos_","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.4411,-91.7895,"WGS84","Preserved_specimen","14302","F","Standley, P.C.  66537","near Nueva Linda, Halfway between Retalhuleu and Champerico.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.2745,-89.0747,"WGS84","Preserved_specimen","14361","F","Standley, P.C.  72227","Near Quirigua.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.9771,-89.5281,"WGS84","Preserved_specimen","14891","F","Standley, P.C.  73563","Vicinity of Zacapa.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.8285,-89.6027,"WGS84","Preserved_specimen","14/10/1940","F","Standley, P.C.  74361","Quebrada Shusho, above Chiquimula.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.8781,-89.5141,"WGS84","Preserved_specimen","15/10/1940","F","Standley, P.C.  74419","Along road between Agua Blanca and Cumbre de Chiquimula. 350-500m.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2835,-89.8969,"WGS84","Preserved_specimen","24/10/1940","F","Standley, P.C.  75411","Vicinity of Jutiapa.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2701,-89.8923,"WGS84","Preserved_specimen","14917","F","Standley, P.C.  76080","Between Jutiapa and La Calera, southeast of Jutiapa.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2971,-90.3409,"WGS84","Preserved_specimen","21/11/1940","F","Standley, P.C.  77730","Along road southeast of Barberena.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2542,-90.2125,"WGS84","Preserved_specimen","26/11/1940","F","Standley, P.C.  78366","Near El Molino.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.0765,-90.4203,"WGS84","Preserved_specimen","29/11/1940","F","Standley, P.C.  78722","About Guazacapan","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.0675,-90.3643,"WGS84","Preserved_specimen","30/11/1940","F","Standley, P.C.  78854","Plains of Llano Entero, southeast of Chiquimulilla.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",13.9141,-90.2942,"WGS84","Preserved_specimen","14952","F","Standley, P.C.  79640","Region of Capulin, south of Los Cerritos, on road to El Ahumado.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5181,-91.6821,"WGS84","Preserved_specimen","15029","F, US","Standley, P.C.  88022","Vicinity of Las Delicias, south of Retalhuleu.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.7925,-89.5374,"WGS84","Preserved_specimen","20/10/1939","F","Steyermark, J.A.  30089","Around Chiquimula.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6395,-91.5141,"WGS84","Preserved_specimen","14643","F","Steyermark, J.A.  35465","Finca Panchas, east of Pueblo Nuevo.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.2655,-89.0841,"WGS84","Preserved_specimen","14699","F","Steyermark, J.A.  38343","Valley of Motagua River, between Los Amates and Quirigua.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.4545,-90.2055,"WGS84","Preserved_specimen","15464","F","Steyermark, J.A.  46189","Arroyo Petexbatum, south of Sayaxche. By ranchito at Reforma on way to lake.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.2251,-91.4016,"WGS84","Preserved_specimen","15511","F, MO","Steyermark, J.A.  47818","South of Alotenango Farm, 7 miles south of Tiquisate along road within 3 miles of ocena.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.5991,-91.8596,"WGS84","Preserved_specimen","15546","F","Steyermark, J.A.  51277","Canyon tributary to ríÈo Trapichillo, between Democracia and canyon of Chamushu.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.6755,-91.8036,"WGS84","Preserved_specimen","15548","F","Steyermark, J.A.  51364","Between Santa Ana Huista and woods of Rancho Lucas, Sierra de los Cuchumatanes.","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.6035,-90.5009,"WGS84","Preserved_specimen","35253","UVAL","X. Segovia","Guatemala, Zona 15","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.7983,-89.5467,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 273","Chiquimula","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.0833,-90.2501,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 543","La Libertad, San Joaquin","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6667,-89.4501,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 583","Melchor, El Naranjo","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.4667,-88.8167,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 628","Morales, Las Pozas","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5167,-90.1833,"WGS84","Preserved_specimen","00/00/1982","FAUSAC","C. Azurdia & M. Gonzalez 65","Mataquescuintla","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",15.4001,-89.0667,"WGS84","Preserved_specimen","00/00/1983","FAUSAC","C. Azurdia & M. Gonzalez 733","Livingston, Seja","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",14.5833,-91.5833,"WGS84","Preserved_specimen","35609","FAUSAC","H. Ayala 104","Coatepeque, Aldea Las Palmas","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.3347,-89.4222,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 1","Poptun","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.6208,-90.2708,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 26","La Libertad, Las Cruces","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.4472,-89.575,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 3","Poptun, Poxte","glabriusculum",NA,NA,"No",NA
"Capsicum annuum glabriusculum","Capsicum annuum",1,1,1,"Emma Gomez",2017,"AtlasGuatemala",16.5278,-90.3125,"WGS84","Preserved_specimen","no date","FAUSAC","H. Rivera 4","Sayaxche","glabriusculum",NA,NA,"No",NA
